Item_Fat_Content,Item_Identifier,Item_Type,Outlet_Establishment_Year,Outlet_Identifier,Outlet_Location_Type,Outlet_Size,Outlet_Type,Item_Visibility,Item_Weight,Total_Sales,Rating
Regular,FDS04,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.147492524,10.195,141,5.0
Regular,FDV28,Frozen Foods,2020,OUT017,Tier 2,High,Supermarket Type1,0.17761810183333335,16.1,35,5.0
Regular,FDU19,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.047036036,8.77,170,5.0
Regular,FDE56,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160095901,17.25,61,5.0
Regular,FDI07,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.033951827,12.35,197,5.0
Regular,FDU15,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.03108798275,13.65,36,5.0
Regular,FDU27,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.172446822,18.6,47,5.0
Regular,FDN39,Meat,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.065890998,19.35,167,5.0
Regular,FDV10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.067083367,7.645,44,5.0
Regular,FDO45,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.038167453,13.15,89,5.0
Regular,FDB23,Starchy Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.005620213,19.2,226,5.0
Low Fat,NCY41,Health and Hygiene,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.076164013,16.75,34,5.0
Regular,FDW31,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.043402224,11.35,197,5.0
Regular,FDR55,Fruits and Vegetables,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.13283066,12.15,190,5.0
Regular,FDX10,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.124410284,6.385,34,5.0
Low Fat,DRF49,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.071064499,7.27,114,5.0
Low Fat,FDA23,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.047178116,9.8,99,5.0
Low Fat,FDR60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.130390458,14.3,77,5.0
Low Fat,FDN60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.095140088,15.1,159,5.0
Low Fat,FDU48,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055347985,18.85,131,5.0
Low Fat,FDG60,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.060688248,20.35,234,5.0
Low Fat,FDU11,Breads,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092576144,4.785,121,5.0
Low Fat,FDT49,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.151376958,7.0,108,5.0
Low Fat,FDS37,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.031938828,7.655,114,5.0
Low Fat,FDK50,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.028357839,7.96,163,5.0
Low Fat,FDG26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.042641788,18.85,257,5.0
Low Fat,FDD14,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.169776346,20.7,184,5.0
Low Fat,FDK41,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.127517605,14.3,86,5.0
Low Fat,FDD16,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.036346224,20.5,72,5.0
Low Fat,FDZ44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.038721734,8.185,115,5.0
Low Fat,FDO44,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.087436672,12.6,109,5.0
Low Fat,DRL11,Hard Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.048009081,10.5,157,5.0
Low Fat,NCU17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.092865746,5.32,100,5.0
Low Fat,NCL41,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.041729735,12.35,36,5.0
Low Fat,NCS53,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.089761211,14.5,159,5.0
Low Fat,NCV17,Health and Hygiene,2017,OUT035,Tier 2,Small,Supermarket Type1,0.016104504,18.85,130,5.0
Low Fat,NCO14,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.029638267,9.6,42,5.0
Low Fat,NCU18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.055829496,15.1,140,5.0
Low Fat,NCI54,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.033592687,15.2,108,5.0
Low Fat,NCQ50,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.0343178902,18.75,213,5.0
Low Fat,NCC18,Household,2017,OUT035,Tier 2,Small,Supermarket Type1,0.177236497,19.1,172,5.0
Low Fat,NCQ38,Others,2017,OUT035,Tier 2,Small,Supermarket Type1,0.013363902,16.35,106,5.0
Low Fat,FDL10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.039484739,8.395,97,5.0
Low Fat,FDE34,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.107870997,9.195,181,5.0
Low Fat,FDL46,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.054046706,20.35,119,5.0
Low Fat,FDH10,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.049295686,21.0,194,5.0
Low Fat,DRE60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.159304333,9.395,226,5.0
Low Fat,DRD60,Soft Drinks,2017,OUT035,Tier 2,Small,Supermarket Type1,0.03722507,15.7,182,5.0
Regular,FDR36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.121563385,6.715,43,5.0
Regular,FDL24,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024891881,10.3,170,5.0
Regular,FDM36,Baking Goods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.058719726,11.65,171,5.0
Regular,FDD26,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.072141818,8.71,183,5.0
Regular,FDI02,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.11454343,15.7,113,5.0
Regular,FDE04,Frozen Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018019662,19.75,181,5.0
Regular,FDQ08,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.018926773,15.7,60,5.0
Regular,FDV20,Fruits and Vegetables,2017,OUT035,Tier 2,Small,Supermarket Type1,0.059790095,20.2,127,5.0
Regular,FDW03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.024536636,5.63,106,5.0
Regular,FDX51,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.022054553,9.5,195,5.0
Regular,FDR03,Meat,2017,OUT035,Tier 2,Small,Supermarket Type1,0.008734284,15.7,207,5.0
Regular,FDW21,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.005962753,5.34,102,5.0
Regular,FDJ58,Snack Foods,2017,OUT035,Tier 2,Small,Supermarket Type1,0.105276162,15.6,173,5.0
Low Fat,FDR48,Baking Goods,2011,OUT010,Tier 3,Medium,Grocery Store,0.220111117,11.65,153,5.0
Low Fat,FDO16,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.02528802,5.48,83,5.0
Low Fat,FDE53,Frozen Foods,2011,OUT010,Tier 3,Medium,Grocery Store,0.044991876,10.895,107,5.0
Low Fat,FDV31,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.178622919,9.8,177,5.0
Low Fat,FDF32,Fruits and Vegetables,2011,OUT010,Tier 3,Medium,Grocery Store,0.113953562,16.35,198,5.0
Low Fat,DRN35,Hard Drinks,2011,OUT010,Tier 3,Medium,Grocery Store,0.117580062,8.01,36,5.0
Low Fat,NCQ17,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.195721125,10.3,156,5.0
Low Fat,NCQ41,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.032606181,14.8,193,5.0
Low Fat,NCN06,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.20168772,8.39,162,5.0
Low Fat,NCF30,Household,2011,OUT010,Tier 3,Medium,Grocery Store,0.211306673,17.0,125,5.0
Low Fat,FDQ39,Meat,2011,OUT010,Tier 3,High,Grocery Store,0.13564792,14.8,190,5.0
Low Fat,FDL45,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.063081713,15.6,125,5.0
Low Fat,FDR10,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.016804724,17.6,163,5.0
Low Fat,FDZ09,Snack Foods,2011,OUT010,Tier 3,High,Grocery Store,0.175545889,17.6,163,5.0
Low Fat,DRJ13,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.105265475,12.65,159,5.0
Low Fat,DRD24,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.051544658,13.85,142,5.0
Low Fat,DRH25,Soft Drinks,2011,OUT010,Tier 3,High,Grocery Store,0.02442574,18.7,52,5.0
Regular,FDC60,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.191603334,5.425,87,5.0
Regular,FDJ36,Baking Goods,2011,OUT010,Tier 3,High,Grocery Store,0.214681063,14.5,102,5.0
Regular,FDU47,Breads,2011,OUT010,Tier 3,High,Grocery Store,0.190569038,12.8,138,5.0
Regular,FDA03,Dairy,2011,OUT010,Tier 3,High,Grocery Store,0.076097035,18.5,145,5.0
Regular,FDY40,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.143670179,15.5,48,5.0
Regular,FDZ16,Frozen Foods,2011,OUT010,Tier 3,High,Grocery Store,0.267565911,16.85,194,5.0
Regular,FDW07,Fruits and Vegetables,2011,OUT010,Tier 3,High,Grocery Store,0.238831875,18.0,88,5.0
Low Fat,FDW23,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.081944045,5.765,36,5.0
Low Fat,FDW59,Breads,2014,OUT013,Tier 3,High,Supermarket Type1,0.020698674,13.15,86,5.0
Low Fat,DRF27,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.028393624,8.93,153,5.0
Low Fat,FDB15,Dairy,2014,OUT013,Tier 3,High,Supermarket Type1,0.136696892,10.895,264,5.0
Low Fat,FDG16,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.089742065,15.25,213,5.0
Low Fat,FDJ04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.124348482,18.0,118,5.0
Low Fat,FDJ32,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.057744249,10.695,61,5.0
Low Fat,FDM56,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.070133177,16.7,109,5.0
Low Fat,FDB45,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.021312043,20.85,104,5.0
Low Fat,DRJ23,Hard Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.041634206,18.35,188,5.0
Low Fat,NCN06,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.120396991,8.39,163,5.0
Low Fat,NCF43,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.05190268,8.51,142,5.0
Low Fat,NCG07,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.052458358,12.3,188,5.0
Low Fat,NCB55,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.160529322,15.7,59,5.0
Low Fat,NCN30,Household,2014,OUT013,Tier 3,High,Supermarket Type1,0.016979063,16.35,97,5.0
Low Fat,FDF22,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.056783389,6.865,214,5.0
Low Fat,FDQ10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.03315162,12.85,170,5.0
Low Fat,DRK13,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.11507174,11.8,198,5.0
Low Fat,DRL37,Soft Drinks,2014,OUT013,Tier 3,High,Supermarket Type1,0.053327763,15.5,44,5.0
Regular,FDL38,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.014720848,13.8,89,5.0
Regular,FDV13,Canned,2014,OUT013,Tier 3,High,Supermarket Type1,0.02758789,17.35,86,5.0
Regular,FDX04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.041536962,19.6,46,5.0
Regular,FDF53,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.083536989,20.75,180,5.0
Regular,FDD21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.03061079775,10.3,115,5.0
Regular,FDO20,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.152001201,12.85,252,5.0
Regular,FDC21,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.042923071,14.6,109,5.0
Regular,FDV19,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.035227697,14.85,159,5.0
Regular,FDW43,Fruits and Vegetables,2014,OUT013,Tier 3,High,Supermarket Type1,0.022406575,20.1,225,5.0
Regular,FDO46,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014200671,9.6,187,5.0
Regular,FDT10,Snack Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.061992874,16.7,60,5.0
Regular,FDB23,Starchy Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.005583951,19.2,226,5.0
Low Fat,FDN60,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.095545715,15.1,157,5.0
Low Fat,FDU23,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.021811987,12.15,163,5.0
Low Fat,FDM13,Breakfast,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063432676,6.425,132,5.0
Low Fat,FDB50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.154244343,13.0,77,5.0
Low Fat,FDC04,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045168898,15.6,242,5.0
Low Fat,DRF03,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.045492697,19.1,40,5.0
Low Fat,FDG53,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046043736,10.0,140,5.0
Low Fat,FDP16,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.039454924,18.6,244,5.0
Low Fat,FDE08,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.049520593,18.2,147,5.0
Low Fat,FDQ44,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036287517,20.5,121,5.0
Low Fat,DRJ47,Hard Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.044430561,18.25,174,5.0
Low Fat,NCO05,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.046749112,7.27,100,5.0
Low Fat,NCB54,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.050256604,8.76,127,5.0
Low Fat,NCJ29,Health and Hygiene,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.035336287,10.6,87,5.0
Low Fat,NCE06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.091857904,5.825,160,5.0
Low Fat,NCP14,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.110739031,8.275,103,5.0
Low Fat,NCH06,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076866235,12.3,247,5.0
Low Fat,NCH55,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.034813556,16.35,128,5.0
Low Fat,NCN42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014280554,20.25,148,5.0
Low Fat,FDM03,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.123531974,12.65,108,5.0
Low Fat,FDK55,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.02586664,18.5,88,5.0
Low Fat,FDU39,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.036184755,18.85,58,5.0
Low Fat,NCO07,Others,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009816092,9.06,211,5.0
Low Fat,FDF22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057062186,6.865,212,5.0
Low Fat,FDI46,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.074648119,9.5,253,5.0
Low Fat,FDD22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.100055625,10.0,113,5.0
Low Fat,FDZ45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.067148407,14.1,200,5.0
Low Fat,FDT45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.057546914,15.85,55,5.0
Low Fat,FDL34,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.041112694,16.0,139,5.0
Low Fat,FDA45,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.156012631,21.25,177,5.0
Low Fat,DRI01,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.0390956676,7.97,172,5.0
Low Fat,DRJ13,Soft Drinks,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.063146492,12.65,159,5.0
Regular,FDU47,Breads,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.114318263,12.8,142,5.0
Regular,FDB02,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029283081,9.695,175,5.0
Regular,FDM50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.030211742,13.0,59,5.0
Regular,FDC14,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.04965328971428572,14.5,41,5.0
Regular,FDH50,Canned,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.162093059,15.0,182,5.0
Regular,FDD52,Dairy,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.184041545,18.25,110,5.0
Regular,FDH04,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.011419301,6.115,91,5.0
Regular,FDH56,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.06407717,9.8,116,5.0
Regular,FDX31,Fruits and Vegetables,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.014885998,20.35,234,5.0
Regular,FDO51,Meat,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.042153502,6.785,44,5.0
Regular,FDV22,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.009979271,14.85,155,5.0
Regular,FDJ21,Snack Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.038685176,16.7,146,5.0
Low Fat,FDI14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.089243504,14.1,139,5.0
Low Fat,FDU25,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.026552056,12.35,56,5.0
Low Fat,FDC53,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.008792907,8.68,96,5.0
Low Fat,FDD28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053038775,10.695,59,5.0
Low Fat,FDO40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.032470108,17.1,148,5.0
Low Fat,FDT40,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.095331433,5.985,125,5.0
Low Fat,FDD33,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.108382679,12.85,231,5.0
Low Fat,FDW20,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.024032484,20.75,124,5.0
Low Fat,DRN47,Hard Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.016745264,12.1,180,5.0
Low Fat,NCY53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.058198141,20.0,110,5.0
Low Fat,NCE19,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.092564193,8.97,53,5.0
Low Fat,NCE55,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.12929931,8.92,178,5.0
Low Fat,NCG43,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.073879939,20.2,94,5.0
Low Fat,NCH06,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.076183667,12.3,245,5.0
Low Fat,NCM30,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.066969525,19.1,39,5.0
Low Fat,NCN42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.014153743,20.25,145,5.0
Low Fat,NCU42,Household,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.019412192,9.0,166,5.0
Low Fat,NCJ19,Others,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.117607719,18.6,55,5.0
Low Fat,FDD46,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.140571971,6.035,154,5.0
Low Fat,FDL33,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.099478451,7.235,194,5.0
Low Fat,FDP09,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.033725743,19.75,211,5.0
Low Fat,DRL37,Soft Drinks,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.053113721,15.5,44,5.0
Regular,FDE36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.041882027,5.26,165,5.0
Regular,FDG12,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.006295472,6.635,122,5.0
Regular,FDU24,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.139484292,6.78,94,5.0
Regular,FDK25,Breakfast,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.156072361,11.6,169,5.0
Regular,FDB14,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.102226474,20.25,91,5.0
Regular,FDH50,Canned,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.160653682,15.0,185,5.0
Regular,FDZ02,Dairy,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.037962696,6.905,97,5.0
Regular,FDH05,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.090473389,14.35,229,5.0
Regular,FDT19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.144338493,7.59,172,5.0
Regular,FDW19,Fruits and Vegetables,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.038313981,12.35,109,5.0
Regular,FDR51,Meat,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.172629683,9.035,148,5.0
Regular,FDY34,Snack Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.010928678,10.5,167,5.0
Regular,FDP49,Breakfast,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.069196376,9.0,54,4.9
Regular,FDG35,Starchy Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.00704098,21.2,173,4.9
Low Fat,FDS52,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.009585169,8.89,102,4.9
Low Fat,FDR21,Snack Foods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.066935459,19.7,177,4.9
Regular,FDQ36,Baking Goods,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1619714592,7.855,38,4.9
Regular,FDE20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.005530516,11.35,171,4.9
Regular,FDO20,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.1524400698,12.85,252,4.9
Low Fat,FDZ20,Fruits and Vegetables,2015,OUT045,Tier 2,Medium,Supermarket Type1,0.034376537,16.1,256,4.9
Low Fat,FDK38,Canned,2017,OUT035,Tier 2,Small,Supermarket Type1,0.053279839,6.65,147,4.9
Low Fat,NCN53,Health and Hygiene,2011,OUT010,Tier 3,Medium,Grocery Store,0.050808821,5.175,33,4.9
Regular,FDN04,Frozen Foods,2014,OUT013,Tier 3,High,Supermarket Type1,0.014075334,11.8,176,4.9
Low Fat,NCP42,Household,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.016176344,8.51,192,4.9
Regular,FDY11,Baking Goods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.029680868,6.71,65,4.9
Low Fat,FDW28,Frozen Foods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.088394115,18.25,194,4.9
Low Fat,NCL53,Health and Hygiene,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.03977834,7.5,175,4.9
Regular,FDW57,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.115857223,8.31,179,4.8
Low Fat,NCN07,Others,2011,OUT010,Tier 3,Small,Grocery Store,0.056816465,18.5,132,4.8
Regular,FDP28,Frozen Foods,2011,OUT010,Tier 3,Small,Grocery Store,0.134975628,13.65,260,4.8
Regular,FDR52,Frozen Foods,2022,OUT018,Tier 3,Medium,Supermarket Type2,0.076354362,12.65,192,4.8
Regular,FDY56,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.062411404,16.35,225,4.8
Regular,FDR36,Baking Goods,2014,OUT013,Tier 3,High,Supermarket Type1,0.121485195,6.715,40,4.8
Regular,FDY22,Snack Foods,2020,OUT017,Tier 2,Medium,Supermarket Type1,0.160624116,16.5,143,4.8
Low Fat,FDD36,Baking Goods,2018,OUT027,Tier 3,Medium,Supermarket Type3,0.021170542,13.3,117,4.8
Low Fat,FDP19,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.20282439775,11.5,128,4.8
Low Fat,FDF20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.033271818,12.85,196,4.8
Low Fat,NCB31,Household,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.118858866,6.235,263,4.8
Low Fat,DRE12,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.070890602,4.59,111,4.8
Low Fat,DRK01,Soft Drinks,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.061159246,7.63,92,4.8
Regular,FDE20,Fruits and Vegetables,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.005539114,11.35,167,4.8
Regular,FDJ34,Snack Foods,2012,OUT049,Tier 1,Medium,Supermarket Type1,0.093801337,11.8,126,4.8
Low Fat,FDH41,Frozen Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.143591586,9.0,213,4.8
Low Fat,FDQ12,Baking Goods,2018,OUT019,Tier 1,Small,Grocery Store,0.061999648,12.65,230,4.8
Low Fat,FDZ27,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.017192319999999997,7.935,51,4.8
Low Fat,FDI22,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.168455549,12.6,211,4.8
Regular,FDW02,Dairy,2018,OUT019,Tier 1,Small,Grocery Store,0.066006824,4.805,126,4.8
Regular,FDR15,Meat,2018,OUT019,Tier 1,Small,Grocery Store,0.058545606,9.3,155,4.8
Regular,FDN34,Snack Foods,2018,OUT019,Tier 1,Small,Grocery Store,0.080127283,15.6,168,4.8
Low Fat,NCV41,Health and Hygiene,2016,OUT046,Tier 1,Small,Supermarket Type1,0.017038777,14.35,112,4.8
Low Fat,NCM19,Others,2016,OUT046,Tier 1,Small,Supermarket Type1,0.047237246,12.65,112,4.8
Regular,FDP31,Fruits and Vegetables,2016,OUT046,Tier 1,Small,Supermarket Type1,0.161504957,21.1,65,4.8
